|Order Id|Date|Meal Id|Company Id|Date of Meal|Participants|Meal Price|Type of Meal|Heroes Adjustment|Meal Squared|Meal Squared apply|Meal Squared func
19|LSJPNJQLDTIRNWAL|2017-01-27|247IIVNN6CXGWINB|36MFTZOYMTAJP1RK|2017-01-23 13:00:00+01:00|['Amanda Knowles' 'Bret Adams']|672.0|Lunch|False|451584.0|451584.0|451584.0
20|6UX5RMHJ1GK1F9YQ|2014-08-24|LL4AOPXDM8V5KP5S|H3JRC7XX7WJAD4ZO|2014-08-27 12:00:00+02:00|['Anthony Emerson' 'Irvin Gentry' 'Melba Inlow']|552.0|Lunch|False|304704.0|304704.0|304704.0
21|5SYB15QEFWD1E4Q4|2017-07-09|KZI0VRU30GLSDYHA|H3JRC7XX7WJAD4ZO|2017-07-13 08:00:00+02:00|"['Anthony Emerson' 'Emma Steitz' 'Melba Inlow' 'Irvin Gentry'
 'Kelly Killebrew']"|191.0|Breakfast|False|36481.0|36481.0|36481.0
22|W5S8VZ61WJONS4EE|2017-03-25|XPSPBQF1YLIG26N1|H3JRC7XX7WJAD4ZO|2017-03-25 07:00:00+01:00|['Irvin Gentry' 'Kelly Killebrew']|471.0|Breakfast|False|221841.0|221841.0|221841.0
23|795SVIJKO8KS3ZEL|2015-01-05|HHTLB8M9U0TGC7Z4|H3JRC7XX7WJAD4ZO|2015-01-06 22:00:00+01:00|['Emma Steitz']|588.0|Dinner|False|345744.0|345744.0|345744.0
24|8070KEFYSSPWPCD0|2014-08-05|VZ2OL0LREO8V9RKF|H3JRC7XX7WJAD4ZO|2014-08-09 12:00:00+02:00|['Lewis Eyre']|98.0|Lunch|False|9604.0|9604.0|9604.0
25|RUQOHROBGBOSNUO4|2016-06-10|R3LFUK1WFDODC1YF|H3JRC7XX7WJAD4ZO|2016-06-09 08:00:00+02:00|['Anthony Emerson' 'Kelly Killebrew' 'Lewis Eyre']|516.0|Breakfast|False|266256.0|266256.0|266256.0
26|6P91QRADC2O9WOVT|2016-09-25|L2F2HEGB6Q141080|H3JRC7XX7WJAD4ZO|2016-09-26 07:00:00+02:00|"['Kelly Killebrew' 'Lewis Eyre' 'Irvin Gentry' 'Emma Steitz'
 'Anthony Emerson']"|664.0|Breakfast|False|440896.0|440896.0|440896.0
27|AV70ZTPG7WYIZBHM|2014-01-30|I1UBHXL9U2FK61GV|H3JRC7XX7WJAD4ZO|2014-02-01 08:00:00+01:00|['Anthony Emerson']|323.0|Breakfast|False|104329.0|104329.0|104329.0
28|N8DEX5RIZLY2TN9S|2018-01-21|O2LFIKLLHXXTWEZL|H3JRC7XX7WJAD4ZO|2018-01-19 13:00:00+01:00|['Anthony Emerson' 'Kelly Killebrew' 'Lewis Eyre']|415.0|Lunch|False|172225.0|172225.0|172225.0
29|C06H3L3ZMTPHZYE7|2014-09-28|V7V5MTWB9PF1FKXA|HB25MDZR0MGCQUGX|2014-09-26 20:00:00+02:00|['Sherika Yates' 'Cheryl Wooster']|71.0|Dinner|False|5041.0|5041.0|5041.0
30|S35Y2T41PETM02Z8|2015-01-25|A4EXCDB8JKPP89BZ|HB25MDZR0MGCQUGX|2015-01-21 08:00:00+01:00|['Sherika Yates']|400.0|Breakfast|False|160000.0|160000.0|160000.0
31|4P0WQVUN6E5EGYWK|2016-06-12|2ZNP8ZT9WQV957DX|HB25MDZR0MGCQUGX|2016-06-07 22:00:00+02:00|['Anita Katayama']|633.0|Dinner|False|400689.0|400689.0|400689.0
32|F7RNUHMDYQS2OS3S|2016-05-12|D7AKDKNIW811YY9Y|HB25MDZR0MGCQUGX|2016-05-14 12:00:00+02:00|['Cheryl Wooster']|408.0|Lunch|False|166464.0|166464.0|166464.0
33|E2XFDVKEKUIWPXY9|2018-02-09|XZIY1E85QWMBMVAL|HB25MDZR0MGCQUGX|2018-02-12 20:00:00+01:00|['Sherika Yates']|326.0|Dinner|False|106276.0|106276.0|106276.0
34|BUP7RCDWVHJWMFQ8|2018-10-20|GELORXKSJ0858HUW|HB25MDZR0MGCQUGX|2018-10-16 12:00:00+02:00|['Cheryl Wooster' 'Sherika Yates']|596.0|Lunch|False|355216.0|355216.0|355216.0
35|FIF56JW8NB30A7H6|2015-08-16|B684C6LB23S0A2IW|HB25MDZR0MGCQUGX|2015-08-20 09:00:00+02:00|['Sherika Yates' 'Cheryl Wooster']|486.0|Breakfast|False|236196.0|236196.0|236196.0
36|1SLO340LG6K3VM71|2015-01-03|40UIN6MOZ2GO7O93|HB25MDZR0MGCQUGX|2015-01-07 07:00:00+01:00|['Anita Katayama']|749.0|Breakfast|False|561001.0|561001.0|561001.0
37|4W2R0J2IM1I7A8NN|2015-08-20|PE6INKVYMQ7APCU7|HB25MDZR0MGCQUGX|2015-08-15 09:00:00+02:00|['Sherika Yates']|325.0|Breakfast|False|105625.0|105625.0|105625.0
38|0VQEIQ6KSX6VZD08|2014-11-24|RB17KLQH1ISEQSCJ|HB25MDZR0MGCQUGX|2014-11-21 21:00:00+01:00|['Cheryl Wooster']|478.0|Dinner|False|228484.0|228484.0|228484.0
39|EJG2RJHF1KWL9B8Q|2015-08-23|6QO7ZW8K1RU6LCH1|HB25MDZR0MGCQUGX|2015-08-18 08:00:00+02:00|['Sherika Yates']|44.0|Breakfast|False|1936.0|1936.0|1936.0
40|H944X2A26P5INPIK|2016-12-12|JG5Y13KLV8D8PNIL|HB25MDZR0MGCQUGX|2016-12-12 13:00:00+01:00|['Cheryl Wooster']|468.0|Lunch|False|219024.0|219024.0|219024.0
41|CPCL6LVOZUKO5THR|2017-02-19|HCF69NG6CBDGFL90|HB25MDZR0MGCQUGX|2017-02-18 13:00:00+01:00|['Cheryl Wooster']|372.0|Lunch|False|138384.0|138384.0|138384.0
42|9WQ7292N2B1KV69M|2018-03-26|5MBOATDVPWZKX8VY|HB25MDZR0MGCQUGX|2018-03-30 12:00:00+02:00|['Sherika Yates']|443.0|Lunch|False|196249.0|196249.0|196249.0
43|H0WAISJM9ZM951EF|2017-01-08|WTH3HFYBXE8CAB83|HB25MDZR0MGCQUGX|2017-01-11 08:00:00+01:00|['Anita Katayama' 'Cheryl Wooster']|341.0|Breakfast|False|116281.0|116281.0|116281.0
44|S1R4AUBCH6BFGM52|2017-08-19|5N6PDX8PUFSZK1FJ|7RVA8TIVBLBXMNO4|2017-08-23 21:00:00+02:00|['Blake Burmeister' 'Alice Norment']|104.0|Dinner|False|10816.0|10816.0|10816.0
45|6ODHUV6OBRPAUYTX|2015-07-11|6P94O9D87WVBRKDO|7RVA8TIVBLBXMNO4|2015-07-07 20:00:00+02:00|['Alice Norment' 'Amy Ortiz' 'Olga Hunter']|389.0|Dinner|False|151321.0|151321.0|151321.0
46|AX56I4Q2LLODK7MW|2017-09-27|P17XPOJHVSOZZC2S|7RVA8TIVBLBXMNO4|2017-09-29 08:00:00+02:00|['Alice Norment']|159.0|Breakfast|False|25281.0|25281.0|25281.0
47|RWOML79PI4SYCW5Q|2014-04-07|NE2TYD3CUZNL4EPQ|7RVA8TIVBLBXMNO4|2014-04-06 07:00:00+02:00|['Alice Norment' 'Blake Burmeister' 'Glenn Collins']|232.0|Breakfast|False|53824.0|53824.0|53824.0
48|I7AGDMJYVJWSJHGC|2016-11-04|1P4HRU5HFZVB52Q5|7RVA8TIVBLBXMNO4|2016-11-01 20:00:00+01:00|['Amy Ortiz']|134.0|Dinner|False|17956.0|17956.0|17956.0
49|6PB6DUI45YAXQW9A|2018-10-11|NJOAEIP2G2O6HT6F|7RVA8TIVBLBXMNO4|2018-10-15 14:00:00+02:00|['Blake Burmeister']|298.0|Lunch|False|88804.0|88804.0|88804.0
50|MLG5A3GGB5XBONG9|2015-06-26|FQA6TDI7O36OJSTQ|7RVA8TIVBLBXMNO4|2015-06-27 09:00:00+02:00|['Amy Ortiz']|386.0|Breakfast|False|148996.0|148996.0|148996.0
51|TMF0O3LUSIFJWVN0|2016-11-12|KKGO72JUUVKVSDU6|7RVA8TIVBLBXMNO4|2016-11-07 07:00:00+01:00|['Glenn Collins']|597.0|Breakfast|False|356409.0|356409.0|356409.0
52|EAHUQC2IKV4LUXZC|2017-10-12|V93EM6HWLP0CLDRF|7RVA8TIVBLBXMNO4|2017-10-08 07:00:00+02:00|['Amy Ortiz']|725.0|Breakfast|False|525625.0|525625.0|525625.0
53|7NK90OVCTIXFNYRG|2017-06-03|QU4U9VRCEHAHQENS|7RVA8TIVBLBXMNO4|2017-06-07 09:00:00+02:00|['Blake Burmeister' 'Amy Ortiz']|220.0|Breakfast|False|48400.0|48400.0|48400.0
54|ZLBALMLWQND36W00|2018-09-02|PYV65F04H0SPG9Y1|KKM6EZRN9W5NYXP6|2018-09-01 09:00:00+02:00|['Ruth Reinhart']|404.0|Breakfast|False|163216.0|163216.0|163216.0
55|9GJJY7QEHYN0KK2T|2015-03-17|HZVBP0CURM24OOTH|KKM6EZRN9W5NYXP6|2015-03-17 22:00:00+01:00|['Rosa Spegal' 'Ruth Reinhart' 'Lidia Niesman']|467.0|Dinner|False|218089.0|218089.0|218089.0
56|WEZC6L6FUVZC3YDJ|2017-06-12|A4KCRE7ES0E3ZYUK|KKM6EZRN9W5NYXP6|2017-06-11 12:00:00+02:00|['Ruth Reinhart' 'Rosa Spegal' 'Wanda Beaver']|476.0|Lunch|False|226576.0|226576.0|226576.0
57|FXNCE1CW9GERT73H|2014-04-28|U8HSS5TIO15B77C9|KKM6EZRN9W5NYXP6|2014-04-25 08:00:00+02:00|['Wanda Beaver' 'Lidia Niesman' 'Ruth Reinhart']|736.0|Breakfast|False|541696.0|541696.0|541696.0
58|GPNI3NBHY33SKGQ5|2014-05-13|5S7UX482PUKMVG7W|KKM6EZRN9W5NYXP6|2014-05-11 13:00:00+02:00|['Wanda Beaver']|623.0|Lunch|False|388129.0|388129.0|388129.0
59|PU6RJ9MP60M1X9RA|2015-08-23|BI65VZHCSJWFKNRX|KKM6EZRN9W5NYXP6|2015-08-20 13:00:00+02:00|['Wanda Beaver' 'Rosa Spegal']|107.0|Lunch|False|11449.0|11449.0|11449.0
60|AT53FXESFEOEPUYN|2015-05-27|8UV2DKMN8E5E9E27|KKM6EZRN9W5NYXP6|2015-05-23 08:00:00+02:00|['Wanda Beaver']|625.0|Breakfast|False|390625.0|390625.0|390625.0
61|XZRIYPEEHPW0PBUK|2014-05-23|RRXO8L4WB2SOMNQS|KKM6EZRN9W5NYXP6|2014-05-20 22:00:00+02:00|['Lidia Niesman']|66.0|Dinner|False|4356.0|4356.0|4356.0
62|53LDBYOKQD8YKGQA|2017-10-06|B1P8U4YGSVTJYNXI|KKM6EZRN9W5NYXP6|2017-10-05 13:00:00+02:00|['Ruth Reinhart' 'Wanda Beaver' 'Lidia Niesman']|480.0|Lunch|False|230400.0|230400.0|230400.0
63|0BHU2OLZXRLHW7YN|2016-09-19|TPE6RHAGG8TWBEGD|KKM6EZRN9W5NYXP6|2016-09-23 07:00:00+02:00|['Lidia Niesman' 'Rosa Spegal' 'Wanda Beaver']|200.0|Breakfast|False|40000.0|40000.0|40000.0
64|ZM8E082FEWVLHZ93|2015-09-29|GSEYM0J9SUV5J64P|KKM6EZRN9W5NYXP6|2015-09-25 13:00:00+02:00|['Lidia Niesman']|328.0|Lunch|False|107584.0|107584.0|107584.0
65|KCC7H7KU44XQHZ71|2016-04-20|A3LQQCKQVLZNC5WB|NBJDWUB8J2DHLH29|2016-04-23 20:00:00+02:00|['David Zamora']|589.0|Dinner|False|346921.0|346921.0|346921.0
66|MNPOI21XTC7BS56B|2016-04-26|SWQAK9Z7M3T63VIG|NBJDWUB8J2DHLH29|2016-04-21 08:00:00+02:00|['Debbie Mccurley']|31.0|Breakfast|False|961.0|961.0|961.0
67|AMJA3KBWZWN7S4B2|2016-10-08|734HPKCBZ7TYTBNG|NBJDWUB8J2DHLH29|2016-10-03 13:00:00+02:00|['Ben Martinez']|692.0|Lunch|False|478864.0|478864.0|478864.0
68|XL6QT6D5QQL46ATJ|2018-07-21|HRQTN0U6GOZB7XPG|NBJDWUB8J2DHLH29|2018-07-16 20:00:00+02:00|['Jessica Murphy']|529.0|Dinner|False|279841.0|279841.0|279841.0
69|6Y900PSOU7ZDV34M|2015-09-09|YKPC6BLX0O1U2F16|NBJDWUB8J2DHLH29|2015-09-06 21:00:00+02:00|['Jessica Murphy']|490.0|Dinner|False|240100.0|240100.0|240100.0
70|0D778LL4ID5J2W91|2015-05-05|K10KAHDSWX35QHO8|NBJDWUB8J2DHLH29|2015-05-08 12:00:00+02:00|['Ben Martinez' 'Jessica Murphy']|139.0|Lunch|False|19321.0|19321.0|19321.0
71|0JSKJA646COD0591|2016-06-03|Z8CKHOMRB4KBOAZM|NBJDWUB8J2DHLH29|2016-06-07 13:00:00+02:00|['Ben Martinez']|740.0|Lunch|False|547600.0|547600.0|547600.0
72|4EQSQP05EV0SQUAW|2018-09-09|TKOC6U6K18BSZ9ME|NBJDWUB8J2DHLH29|2018-09-06 08:00:00+02:00|['Jessica Murphy' 'David Zamora' 'Debbie Mccurley']|590.0|Breakfast|False|348100.0|348100.0|348100.0
73|III4SSOWCHFS17YQ|2018-04-12|6DOPYREM9RRTJTK4|NBJDWUB8J2DHLH29|2018-04-08 14:00:00+02:00|['Jessica Murphy']|402.0|Lunch|False|161604.0|161604.0|161604.0
74|KUP2CXA0GEUDD5QS|2018-10-18|R13NEBDT85DIGEW2|NBJDWUB8J2DHLH29|2018-10-13 07:00:00+02:00|['Ben Martinez']|160.0|Breakfast|False|25600.0|25600.0|25600.0
75|E804D4882DAN5AG9|2016-11-07|XDH5TWT6WOQTQDOM|D3Q0HECTK80RRGGO|2016-11-07 13:00:00+01:00|['Clara Fleury']|665.0|Lunch|False|442225.0|442225.0|442225.0
76|1Z0BTY402ZTUFTWD|2014-03-28|5UDNVNQY1JFBXRYX|D3Q0HECTK80RRGGO|2014-04-01 07:00:00+02:00|['Ronnie Vandenberge' 'Clara Fleury' 'Irving Henshaw' 'Alexander Thornton']|528.0|Breakfast|False|278784.0|278784.0|278784.0
77|CJD4ZTWZDVO1BBI8|2014-11-21|8L1CBA5XEMVSQRHP|D3Q0HECTK80RRGGO|2014-11-19 09:00:00+01:00|['Irving Henshaw']|178.0|Breakfast|False|31684.0|31684.0|31684.0
78|E9NAN8LHODUSVBKU|2014-10-22|9QAJRPQ1AI6JFBCF|D3Q0HECTK80RRGGO|2014-10-17 22:00:00+02:00|"['Alexander Thornton' 'Clara Fleury' 'Donald Pickett' 'Irving Henshaw'
 'Ralph Aragon']"|577.0|Dinner|False|332929.0|332929.0|332929.0
79|47I3EAUZMZUXKGPS|2016-12-02|R462AY5CAYFBN8XM|D3Q0HECTK80RRGGO|2016-11-29 14:00:00+01:00|['Alexander Thornton']|353.0|Lunch|False|124609.0|124609.0|124609.0
80|SJXFU920L0K2QHXV|2014-04-22|6UOBT672OMN1CKTM|D3Q0HECTK80RRGGO|2014-04-19 22:00:00+02:00|['Ronnie Vandenberge' 'Ralph Aragon' 'Clara Fleury' 'Donald Pickett']|285.0|Dinner|False|81225.0|81225.0|81225.0
81|SN7BEMDXX1RPF2UT|2017-08-18|GE1133PLEOXD3WL2|D3Q0HECTK80RRGGO|2017-08-21 14:00:00+02:00|['Irving Henshaw' 'Ralph Aragon']|515.0|Lunch|False|265225.0|265225.0|265225.0
82|MX2YPAEU69DUOQQZ|2017-12-03|QYKYNLHKZY6XCR1G|D3Q0HECTK80RRGGO|2017-12-06 08:00:00+01:00|['Clara Fleury']|265.0|Breakfast|False|70225.0|70225.0|70225.0
83|U303YUJXGRSJBK53|2017-09-21|W9YZCOEIYP1BIQDS|D3Q0HECTK80RRGGO|2017-09-17 12:00:00+02:00|['Ronnie Vandenberge']|678.0|Lunch|False|459684.0|459684.0|459684.0
84|O5ERYWAXQYGDEKNX|2014-10-22|IQ22N7WURT2QGP15|D3Q0HECTK80RRGGO|2014-10-22 21:00:00+02:00|['Donald Pickett' 'Ronnie Vandenberge']|34.0|Dinner|False|1156.0|1156.0|1156.0
85|US1A0DHSYO98LPXQ|2018-01-18|X24WZJ18DI9JSIQA|D3Q0HECTK80RRGGO|2018-01-16 22:00:00+01:00|['Donald Pickett']|629.0|Dinner|False|395641.0|395641.0|395641.0
86|X3KU73CF9D0XS3VO|2016-12-10|HB1K3LBL1YIWSXKU|D3Q0HECTK80RRGGO|2016-12-05 22:00:00+01:00|['Donald Pickett' 'Ronnie Vandenberge' 'Clara Fleury' 'Ralph Aragon']|266.0|Dinner|False|70756.0|70756.0|70756.0
87|YCM5I6LNR2OHQYV4|2018-12-23|HMU9VJJOJZ7BZ9ZX|D3Q0HECTK80RRGGO|2018-12-22 21:00:00+01:00|"['Alexander Thornton' 'Ralph Aragon' 'Donald Pickett' 'Clara Fleury'
 'Irving Henshaw']"|515.0|Dinner|False|265225.0|265225.0|265225.0
88|GNLNYNMPTR4931KT|2015-10-11|6LZARWAIPXTZWZ19|KGJBNJQHPF0WZ6SI|2015-10-08 22:00:00+02:00|['Lois Smith' 'Sylvia Snyder' 'Emil Correll']|487.0|Dinner|False|237169.0|237169.0|237169.0
89|7R64L37LXDA0I6F7|2017-05-24|1T20XZ8YQS1PCT8F|KGJBNJQHPF0WZ6SI|2017-05-24 22:00:00+02:00|['Leola Aldredge' 'Lois Smith' 'Stephanie Freeman']|282.0|Dinner|False|79524.0|79524.0|79524.0
90|XW8G90SR3LUYUYPA|2017-07-12|77PTPM6Z6YYPYWJ7|KGJBNJQHPF0WZ6SI|2017-07-10 14:00:00+02:00|['Leola Aldredge' 'Stephanie Freeman']|455.0|Lunch|False|207025.0|207025.0|207025.0
91|PNP8BB0B39BYWGL1|2015-03-21|SOYD2WEKIDF49KXJ|KGJBNJQHPF0WZ6SI|2015-03-20 12:00:00+01:00|['Stephanie Freeman' 'Sylvia Snyder' 'Lois Smith']|662.0|Lunch|False|438244.0|438244.0|438244.0
92|X897D4L4HN6PJXOB|2015-07-10|A8X32U8PP34LDQP5|KGJBNJQHPF0WZ6SI|2015-07-10 22:00:00+02:00|['Stephanie Freeman' 'Emil Correll' 'Leola Aldredge' 'Sylvia Snyder']|208.0|Dinner|False|43264.0|43264.0|43264.0
93|UI4M5YYH938PQNUB|2018-10-23|HOQC6GLNK3KAOA5M|KGJBNJQHPF0WZ6SI|2018-10-24 22:00:00+02:00|['Emil Correll']|406.0|Dinner|False|164836.0|164836.0|164836.0
94|KQTT4M3ZJXD22YZB|2014-07-21|RLINVQ1ATWP6AGOI|KGJBNJQHPF0WZ6SI|2014-07-25 12:00:00+02:00|['Leola Aldredge' 'Stephanie Freeman']|120.0|Lunch|False|14400.0|14400.0|14400.0
95|S3DAFDQR6LXTNH5O|2018-04-07|NWG4HTEK876M2G86|KGJBNJQHPF0WZ6SI|2018-04-09 08:00:00+02:00|['Leola Aldredge']|653.0|Breakfast|False|426409.0|426409.0|426409.0
96|N0AUKE5HOBKPZVYA|2018-04-16|63YZO2UJDE8VB0BR|KGJBNJQHPF0WZ6SI|2018-04-16 12:00:00+02:00|['Emil Correll' 'Stephanie Freeman']|397.0|Lunch|False|157609.0|157609.0|157609.0
97|GMBH1O5T7P5SZOZZ|2017-08-10|RO7DU74EQ5M74UWD|KGJBNJQHPF0WZ6SI|2017-08-09 08:00:00+02:00|['Emil Correll']|592.0|Breakfast|False|350464.0|350464.0|350464.0
98|IWT28DFEV57TT5JJ|2016-02-05|9KYNSOHU56RLEQEO|KGJBNJQHPF0WZ6SI|2016-02-04 14:00:00+01:00|['Lois Smith' 'Stephanie Freeman' 'Sylvia Snyder' 'Emil Correll']|688.0|Lunch|False|473344.0|473344.0|473344.0
99|UG3GDH1IBZMS455B|2016-07-13|TV1Z6IJ1A03SL8V4|KGJBNJQHPF0WZ6SI|2016-07-14 13:00:00+02:00|['Lois Smith' 'Sylvia Snyder']|259.0|Lunch|False|67081.0|67081.0|67081.0
100|0MCKZMUWGRB11YO8|2014-08-11|LRQ5OXG66B9O7C3S|7FLAHMERFCITB6RT|2014-08-06 09:00:00+02:00|['Greta Mccormick']|148.0|Breakfast|False|21904.0|21904.0|21904.0
101|DIK1XR48OIZCN2K5|2017-07-06|1SKHGJU04GWBEWIY|7FLAHMERFCITB6RT|2017-07-08 07:00:00+02:00|['Jeremiah Elder' 'Hilda Duncan' 'Donald Bouchard' 'Melba Moeckel']|146.0|Breakfast|False|21316.0|21316.0|21316.0
102|BV35V7ENONFVU7NM|2015-02-24|461KV7VVHK20PW57|7FLAHMERFCITB6RT|2015-02-22 07:00:00+01:00|['Greta Mccormick' 'Hilda Duncan' 'Erika Prater' 'Donald Bouchard']|37.0|Breakfast|False|1369.0|1369.0|1369.0
103|20AXQRCM0KS0CXUY|2017-06-02|D5IPPVJYZWHONIMT|7FLAHMERFCITB6RT|2017-05-28 21:00:00+02:00|['Hilda Duncan']|289.0|Dinner|False|83521.0|83521.0|83521.0
104|4EX11YI1WDPC4X9S|2015-08-08|79KMRK70TX8LZEN1|7FLAHMERFCITB6RT|2015-08-07 09:00:00+02:00|['Donald Bouchard']|394.0|Breakfast|False|155236.0|155236.0|155236.0
105|MQOV98NN4CB77EQJ|2016-08-11|ERKTOUGA6MUFFHS8|7FLAHMERFCITB6RT|2016-08-15 08:00:00+02:00|['Hilda Duncan']|516.0|Breakfast|False|266256.0|266256.0|266256.0
106|AV26EZ6B8RU3XBKG|2016-05-03|72S419ZZLH3JMX42|7FLAHMERFCITB6RT|2016-05-04 13:00:00+02:00|['Erika Prater' 'Greta Mccormick' 'Hilda Duncan' 'Donald Bouchard']|622.0|Lunch|False|386884.0|386884.0|386884.0
107|1PV5IN27W27TEL87|2016-12-22|QKLSR9T4XN4W3GDW|7FLAHMERFCITB6RT|2016-12-22 14:00:00+01:00|"['Melba Moeckel' 'Erika Prater' 'Donald Bouchard' 'Jeremiah Elder'
 'Greta Mccormick']"|535.0|Lunch|False|286225.0|286225.0|286225.0
108|DQL5USGKJNNJVSNI|2015-01-27|YPG6YMNK5ZO5JW71|JYRK7UHZXGX4DLSX|2015-01-24 14:00:00+01:00|['John Spangler']|604.0|Lunch|False|364816.0|364816.0|364816.0
109|UHKTOINVFEYMV562|2017-08-11|KOA5REJWXVKL5T4J|JYRK7UHZXGX4DLSX|2017-08-07 21:00:00+02:00|['John Spangler']|286.0|Dinner|False|81796.0|81796.0|81796.0
110|XSHEVFGFDM4P8B82|2015-07-03|S7LAFERF86RG6JD9|JYRK7UHZXGX4DLSX|2015-07-01 13:00:00+02:00|['Daniel Senato']|729.0|Lunch|False|531441.0|531441.0|531441.0
111|Q8E7LOK7XL94PZJK|2016-01-05|Z2PNDDATNOYBX7T7|JYRK7UHZXGX4DLSX|2016-01-02 20:00:00+01:00|['Daniel Senato']|53.0|Dinner|False|2809.0|2809.0|2809.0
112|NZ5VWK4GACL1QLTW|2018-02-12|P01KLKCGJJIUKEG9|JYRK7UHZXGX4DLSX|2018-02-14 14:00:00+01:00|['John Spangler']|526.0|Lunch|False|276676.0|276676.0|276676.0
